d1,d2,d3,d4,d5,d6,x,y,z,std_x,std_y,std_z,jitter
-0.14985299176292316,-0.2045442462110994,-0.17320142510296765,-0.034383276671444196,-0.41160600523590535,-0.4220959161447597,-0.004667856041880073,-0.2820951742970875,0.8236572475164416,9.214224827786119e-06,0.0007160185811599558,2.71324096028585e-05,5.135036781563501e-07
-0.4366108449056407,-0.46025170912252716,-0.22219986772605488,-0.41381980098481846,-0.08027267635138524,-0.48824252411562236,-0.25068548436722204,-0.5973304877346078,0.7297033319984902,0.0016377559543065065,0.00021682616030307777,0.00044610683154380667,2.9282694548082472e-06
-0.305204374697874,-0.2539339348779442,-0.38740528364805127,-0.31492876585100893,-0.3841484535252049,-0.35344938470594256,-0.16019533206188227,-0.44647123078125134,1.0575099355230013,0.0005434130856252505,0.001834921307838145,0.0006072842079575969,4.031028096821892e-06
-0.018027048421132397,-0.2830688095188904,-0.29935023054442556,-0.1821892847342294,-0.15464623449077708,-0.15665619663760394,-0.05149626704433394,-0.4581232264691325,0.893598063215339,0.001078568627049545,0.00015546426741601345,0.0002537182979175517,1.251852396396917e-06
-0.4559253370435128,-0.19741065890196158,-0.11731972805305269,-0.08630444960540623,-0.1939621889915366,-0.4321020097180299,-0.1889484634713462,-0.5508674457249122,0.9469715953956327,0.0020843961889725217,0.0012825952240903007,0.0006330875254164226,6.390557796300312e-06
-0.45645503157367495,-0.3320120795849747,-0.017669419077699366,-0.25423888500658914,-0.034353568283223,-0.26096902429594704,-0.23192445712033333,-0.6576344172931875,0.7823435650456222,0.0007005036422175105,0.0026858307689256945,0.0004610805261490486,7.916987523661867e-06
-0.10733858458873397,-0.24773386864138702,-0.13147482405516042,-0.33506677613306657,-0.03727006290891399,-0.36183180425697675,-0.30057430593667966,-0.44957811162477157,0.8662805513871642,0.0010337731650677648,0.00014852789555273713,0.003126935325480412,1.0868472022308835e-05
-0.4967880490321753,-0.12499379121924215,-0.14816567911281864,-0.15841124603864787,-0.1425441987970702,-0.19514261027038876,-0.2415264062332429,-0.5867840916886923,0.8806890553366048,0.0008861573932448457,0.00023898083491025835,0.0008682853417375814,1.5963061997332525e-06
-0.4400549443991725,-0.1520140643623733,-0.4965687676340335,-0.4049217029435557,-0.2811432292984189,-0.3032479221874996,-0.2151515670572684,-0.6216393092646678,0.9970927814951079,4.7703290287265295e-05,0.00021250900319253195,4.158277523915042e-05,4.916480753870434e-08
-0.43813811554445087,-0.27798204589925857,-0.17571903331586197,-0.3037190156031343,-0.13158026869091127,-0.37992051040329594,-0.20012839632728244,-0.6060043082444792,0.8801363036958956,0.0005480133249343049,0.0012679710937475326,0.0017327686561237046,4.910556514529617e-06
-0.4252108584191198,-0.11057208086598702,-0.15226137252373145,-0.2767272394867235,-0.4288810118947892,-0.15488445554893188,-0.16180530213441288,-0.5315361436142806,0.8326174879825642,0.0008371726110877314,0.00033742107732044195,0.0006729079683261381,1.267516098012348e-06
-0.11002301003836856,-0.4147498203319305,-0.14156309679630424,-0.3150687150814713,-0.024138320257364787,-0.10919936244363654,-0.16834476762343178,-0.47913829494697496,0.7995981896790785,0.00013910445877421206,1.3057852692363372e-05,9.376480354409078e-05,2.831239635146386e-08
-0.3576597914786339,-0.01222631378834188,-0.48687896682559006,-0.4038915124712329,-0.3742104550034898,-0.11931835664766016,-0.15746146424836027,-0.5127378920292394,1.008723768172137,0.0006780798225534566,0.0019017752019825941,0.0009644758372787982,5.006754805324702e-06
